pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
FF,2018-07-24,92.9,-3.3752,5.474,Jose Berrios,434778,621244,,ball,,,,,12.0,,R,L,R,TOR,MIN,B,,,1,1,2018,-0.5421,1.1358,1.373,3.4874,,,,2,4,Bot,,,,,435064.0,,180725_000617,13.3156,-134.6637,-1.7423,-9.494,29.2894,-18.1847,3.544,1.7634,,,,92.677,2190.0,6.373,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.1263,,,,,,,,29,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2018-07-24,93.0,-3.6944,5.3935,Jose Berrios,434778,621244,,ball,,,,,12.0,,R,L,R,TOR,MIN,B,,,0,1,2018,-0.4503,1.4111,0.9222,3.373,,,,2,4,Bot,,,,,435064.0,,180725_000600,12.7166,-134.8686,-2.4139,-8.1814,29.0006,-14.8101,3.5413,1.7557,,,,92.378,2250.0,6.081,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.4183,,,,,,,,29,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
CU,2018-07-24,76.3,-3.6955,5.179,Jose Berrios,434778,621244,,called_strike,,,,,7.0,,R,L,R,TOR,MIN,S,,,0,0,2018,1.2203,-0.4495,-0.7884,2.0477,,,,2,4,Bot,,,,,435064.0,,180725_000544,3.9262,-110.9765,1.2644,9.0707,20.9493,-36.2894,3.4519,1.7519,,,,75.267,2203.0,5.682,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.8179,,,,,,,,29,1,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
CU,2018-07-24,83.3,-3.4727,5.3378,Jose Berrios,500208,621244,strikeout,swinging_strike_blocked,,,,,14.0,Yangervis Solarte strikes out swinging.  ,R,L,R,TOR,MIN,S,2.0,,2,2,2018,1.5865,-0.2005,1.702,0.6968,,,,1,4,Bot,,,,,435064.0,,180725_000511,8.7115,-120.8464,-3.6684,13.1756,26.0431,-33.5627,3.0827,1.2729,,,,81.745,2493.0,5.65,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.8495,,,0.0,1.0,0.0,0.0,,28,5,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
FT,2018-07-24,93.5,-3.4619,5.2809,Jose Berrios,500208,621244,,called_strike,,,,,14.0,,R,L,R,TOR,MIN,S,,,2,1,2018,-1.2934,0.9605,0.9085,2.2356,,,,1,4,Bot,,,,,435064.0,,180725_000453,13.9835,-135.4001,-4.1155,-18.8487,29.62,-19.7739,3.3589,1.6489,,,,92.797,2141.0,6.144,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.3558,,,,,,,,28,4,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-07-24,93.6,-3.5539,5.4823,Jose Berrios,500208,621244,,ball,,,,,14.0,,R,L,R,TOR,MIN,B,,,1,1,2018,-0.8577,1.2168,1.203,1.969,,,,1,4,Bot,,,,,435064.0,,180725_000437,13.9158,-135.3304,-5.7504,-13.5878,32.1924,-16.4877,3.2258,1.557,,,,91.887,2236.0,5.824,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.6754,,,,,,,,28,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CH,2018-07-24,85.2,-3.4888,5.197,Jose Berrios,500208,621244,,ball,,,,,13.0,,R,L,R,TOR,MIN,B,,,0,1,2018,-1.1423,0.3785,-1.2466,1.9209,,,,1,4,Bot,,,,,435064.0,,180725_000423,7.5417,-123.8026,-2.106,-13.2409,25.5093,-28.0928,3.2999,1.5902,,,,84.956,1531.0,6.282,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.2176,,,,,,,,28,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-07-24,92.4,-3.4658,5.4341,Jose Berrios,500208,621244,,foul,,,,,3.0,,R,L,R,TOR,MIN,S,,,0,0,2018,-0.6814,1.3606,0.3124,3.2037,,,,1,4,Bot,,,,,435064.0,,180725_000347,11.0231,-134.0577,-2.752,-10.5295,28.9818,-15.5384,3.0827,1.2729,,,,91.835,2209.0,6.114,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.3852,,,,,,,,28,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CU,2018-07-24,81.7,-3.6076,5.2793,Jose Berrios,606192,621244,strikeout,swinging_strike,,,,,14.0,Teoscar Hernandez strikes out swinging.  ,R,R,R,TOR,MIN,S,2.0,,2,2,2018,1.2511,-0.0825,1.1994,1.216,,,,0,4,Bot,,,,,435064.0,,180725_000316,8.3856,-118.6999,-2.4004,10.1157,22.0766,-32.7272,3.5144,1.5968,,,,81.131,2442.0,5.926,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.5741,,,0.0,1.0,0.0,0.0,,27,5,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
CU,2018-07-24,81.6,-3.5586,5.4116,Jose Berrios,606192,621244,,ball,,,,,14.0,,R,R,R,TOR,MIN,B,,,1,2,2018,1.101,-0.0673,1.1784,2.1433,,,,0,4,Bot,,,,,435064.0,,180725_000301,8.4906,-118.4723,-0.6212,8.6194,22.2262,-32.916,3.4614,1.6403,,,,80.878,2392.0,5.882,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.6179,,,,,,,,27,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-07-24,93.8,-3.4502,5.4615,Jose Berrios,606192,621244,,ball,,,,,12.0,,R,R,R,TOR,MIN,B,,,0,2,2018,-0.7988,1.2592,0.2236,4.2581,,,,0,4,Bot,,,,,435064.0,,180725_000245,11.2322,-136.1196,-0.1355,-12.3582,29.5613,-16.7226,3.5051,1.6237,,,,93.607,2156.0,6.303,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.1963,,,,,,,,27,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CH,2018-07-24,84.6,-3.5018,5.2099,Jose Berrios,606192,621244,,swinging_strike,,,,,13.0,,R,R,R,TOR,MIN,S,,,0,1,2018,-1.1286,0.3542,-0.0487,1.0924,,,,0,4,Bot,,,,,435064.0,,180725_000229,10.2781,-122.8377,-3.9432,-13.3996,23.4579,-28.0403,3.3647,1.4038,,,,84.569,1649.0,6.309,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.191,,,,,,,,27,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
CU,2018-07-24,81.7,-3.5134,5.3734,Jose Berrios,606192,621244,,called_strike,,,,,14.0,,R,R,R,TOR,MIN,S,,,0,0,2018,1.0524,-0.2622,0.6519,1.4375,,,,0,4,Bot,,,,,435064.0,,180725_000216,7.3219,-118.6922,-1.7653,8.4036,22.5142,-34.5155,3.3847,1.6045,,,,81.003,2343.0,5.885,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.6149,,,,,,,,27,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-07-24,93.9,-3.4051,5.4583,Jose Berrios,475253,621244,field_out,hit_into_play,,,,,6.0,Justin Smoak lines out to right fielder Taylor Motter.  ,R,L,R,TOR,MIN,X,9.0,line_drive,2,0,2018,-0.712,1.2312,0.6483,2.2366,,,666971.0,2,3,Bot,195.61,78.55,,,435064.0,,180724_234952,12.0494,-136.107,-5.2791,-11.5579,30.6136,-15.9042,3.3748,1.5246,328.0,90.0,26.1,93.637,2213.0,6.406,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.094,0.121,0.158,0.0,1.0,0.0,0.0,3.0,21,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,4th outfielder
CU,2018-07-24,81.2,-3.5802,5.3348,Jose Berrios,475253,621244,,ball,,,,,14.0,,R,L,R,TOR,MIN,B,,,1,0,2018,1.3725,-0.0042,0.6979,1.1657,,,666971.0,2,3,Bot,,,,,435064.0,,180724_234926,6.9281,-118.0135,-2.6478,11.1754,23.1593,-31.9457,3.3718,1.6944,,,,80.23,2392.0,5.761,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.7389,,,,,,,,21,2,Curveball,0,0,0,0,0,0,0,0,Infield shift,4th outfielder
FF,2018-07-24,92.6,-3.541,5.4762,Jose Berrios,475253,621244,,ball,,,,,12.0,,R,L,R,TOR,MIN,B,,,0,0,2018,-0.6961,1.0743,0.8619,3.1972,,,666971.0,2,3,Bot,,,,,435064.0,,180724_234906,12.6997,-134.3153,-2.3042,-11.1438,29.0844,-18.9408,3.3559,1.6944,,,,92.237,2002.0,6.249,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.2505,,,,,,,,21,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,4th outfielder
FF,2018-07-24,93.2,-3.6251,5.3276,Jose Berrios,666971,621244,single,hit_into_play_no_out,,,,,14.0,"Lourdes Gurriel Jr.   singles on a ground ball to shortstop Jorge Polanco, deflected by second baseman Brian Dozier.  ",R,R,R,TOR,MIN,X,4.0,ground_ball,3,1,2018,-1.1235,1.0275,0.9789,2.2218,,,,2,3,Bot,138.16,141.89,,,435064.0,,180724_234816,14.0934,-134.8505,-4.3397,-16.5363,28.5339,-19.0873,3.6688,1.4028,28.0,97.1,-3.1,92.249,2186.0,5.976,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.5233,0.363,0.33799999999999997,0.9,1.0,1.0,0.0,2.0,20,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-07-24,93.0,-3.6613,5.3112,Jose Berrios,666971,621244,,called_strike,,,,,6.0,,R,R,R,TOR,MIN,S,,,3,0,2018,-0.8039,1.1996,0.4507,2.5215,,,,2,3,Bot,,,,,435064.0,,180724_234802,12.2674,-134.9182,-3.9589,-12.4541,29.0778,-16.8966,3.2114,1.5766,,,,92.794,2252.0,6.314,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.1858,,,,,,,,20,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-07-24,93.9,-3.6026,5.2463,Jose Berrios,666971,621244,,ball,,,,,14.0,,R,R,R,TOR,MIN,B,,,2,0,2018,-0.8408,1.1701,1.1294,1.0823,,,,2,3,Bot,,,,,435064.0,,180724_234744,14.0915,-135.8455,-7.5766,-13.5451,29.7272,-16.1641,3.3397,1.6035,,,,93.714,2284.0,6.499,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.001,,,,,,,,20,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CU,2018-07-24,80.4,-3.627,5.2198,Jose Berrios,666971,621244,,ball,,,,,14.0,,R,R,R,TOR,MIN,B,,,1,0,2018,1.6498,-0.2739,1.859,1.4259,,,,2,3,Bot,,,,,435064.0,,180725_000139,8.9709,-116.6569,-1.1198,12.7486,23.7479,-34.6408,3.2332,1.5024,,,,78.88,2366.0,5.574,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.9259,,,,,,,,20,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-07-24,94.2,-3.5082,5.3241,Jose Berrios,666971,621244,,ball,,,,,14.0,,R,R,R,TOR,MIN,B,,,0,0,2018,-0.7906,1.0246,1.5619,1.052,,,,2,3,Bot,,,,,435064.0,,180725_014754,14.9055,-136.3051,-7.6004,-13.1712,29.8409,-17.8752,3.3876,1.6189,,,,94.05,2280.0,6.504,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,53.9962,,,,,,,,20,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CU,2018-07-24,83.0,-3.5582,5.4433,Jose Berrios,434158,621244,strikeout,swinging_strike_blocked,,,,,14.0,Curtis Granderson strikes out swinging.  ,R,L,R,TOR,MIN,S,2.0,,1,2,2018,1.0604,-0.4419,0.4685,0.6076,,,,1,3,Bot,,,,,435064.0,,180724_234643,7.0859,-120.5035,-3.6558,8.6249,24.0606,-35.889,2.9921,1.3232,,,,81.677,2321.0,5.584,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.9158,,,0.0,1.0,0.0,0.0,,19,5,Curveball,0,0,0,0,0,0,0,0,Infield shift,4th outfielder
FF,2018-07-24,93.5,-3.5079,5.4501,Jose Berrios,434158,621244,,foul,,,,,3.0,,R,L,R,TOR,MIN,S,,,1,2,2018,-0.8347,1.1679,0.3312,3.0116,,,,1,3,Bot,,,,,435064.0,,180724_234622,11.6033,-135.6133,-3.0261,-12.6701,29.0459,-17.5041,2.9921,1.3232,228.0,99.4,15.0,92.771,2160.0,5.991,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.5092,,,,,,,,19,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,4th outfielder
CH,2018-07-24,84.7,-3.5111,5.2625,Jose Berrios,434158,621244,,foul_bunt,,,,,12.0,,R,L,R,TOR,MIN,S,,,1,1,2018,-1.1864,0.4205,0.8999,2.8884,,,,1,3,Bot,,,,,435064.0,,180724_234541,12.6346,-122.8034,-0.0429,-14.3725,22.2693,-28.0804,2.9921,1.3232,,,,84.791,1449.0,6.361,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.1387,,,,,,,,19,3,Changeup,0,0,0,0,0,0,0,0,Infield shift,4th outfielder
CH,2018-07-24,85.0,-3.6468,5.2783,Jose Berrios,434158,621244,,ball,,,,,13.0,,R,L,R,TOR,MIN,B,,,0,1,2018,-1.1779,0.0532,-0.1467,1.4481,,,,1,3,Bot,,,,,435064.0,,180724_234526,10.4506,-123.3613,-2.7378,-13.9123,23.3383,-31.3367,3.0462,1.5979,,,,84.552,1549.0,6.034,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.4661,,,,,,,,19,2,Changeup,0,0,0,0,0,0,0,0,Infield shift,4th outfielder
FF,2018-07-24,92.8,-3.5289,5.3435,Jose Berrios,434158,621244,,foul,,,,,5.0,,R,L,R,TOR,MIN,S,,,0,0,2018,-0.768,1.4545,0.2406,2.4575,,,,1,3,Bot,,,,,435064.0,,180724_234508,11.2362,-134.6465,-4.6904,-11.6818,28.8701,-13.8314,2.9921,1.3232,,,,92.288,2193.0,6.116,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.3834,,,,,,,,19,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Strategic
FT,2018-07-24,92.1,-3.4619,5.3002,Jose Berrios,581527,621244,field_out,hit_into_play,,,,,5.0,"Devon Travis grounds out, shortstop Jorge Polanco to first baseman Joe Mauer.  ",R,R,R,TOR,MIN,X,6.0,ground_ball,1,1,2018,-1.2766,0.86,-0.1596,2.478,,,,0,3,Bot,107.88,152.19,,,435064.0,,180724_234431,11.3113,-133.7144,-3.2318,-18.0392,28.9049,-21.1581,3.1029,1.283,5.0,86.4,-27.3,92.88,2179.0,6.883,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,53.6164,0.076,0.07,0.0,1.0,0.0,0.0,2.0,18,3,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-07-24,93.2,-3.4726,5.2783,Jose Berrios,581527,621244,,foul_tip,,,,,14.0,,R,R,R,TOR,MIN,S,,,1,0,2018,-0.6783,1.1767,0.9346,2.0952,,,,0,3,Bot,,,,,435064.0,,180724_234414,12.9084,-135.1553,-5.0198,-11.2589,29.6189,-16.6452,3.1029,1.283,,,,93.675,2138.0,6.77,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,53.7297,,,,,,,,18,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-07-24,94.3,-3.532,5.3783,Jose Berrios,581527,621244,,ball,,,,,14.0,,R,R,R,TOR,MIN,B,,,0,0,2018,-0.901,1.2234,0.1337,0.4302,,,,0,3,Bot,,,,,435064.0,,180724_234402,11.4145,-136.4724,-9.7142,-13.6822,30.059,-15.0975,2.9443,1.3891,,,,93.505,2139.0,6.126,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.3742,,,,,,,,18,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CU,2018-07-24,82.9,-3.5355,5.4179,Jose Berrios,545341,621244,strikeout,swinging_strike_blocked,,,,,14.0,Randal Grichuk strikes out swinging.  ,R,R,R,TOR,MIN,S,2.0,,2,2,2018,1.3271,-0.3398,2.3895,-0.0895,500208.0,,434778.0,2,2,Bot,,,,,435064.0,,180724_233526,10.8531,-120.0463,-5.2361,10.1003,26.5691,-34.4874,3.1935,1.3434,,,,81.464,2302.0,5.916,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.5839,,,0.0,1.0,0.0,0.0,,14,5,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-07-24,94.1,-3.3149,5.6046,Jose Berrios,545341,621244,,ball,,,,,12.0,,R,R,R,TOR,MIN,B,,,1,2,2018,-0.5228,1.1625,0.0982,3.7754,500208.0,,434778.0,2,2,Bot,,,,,435064.0,,180724_233505,9.958,-136.5591,-1.5282,-8.7963,31.874,-17.6616,3.1625,1.437,,,,93.434,2110.0,6.183,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.3171,,,,,,,,14,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CU,2018-07-24,78.7,-3.6986,5.3749,Jose Berrios,545341,621244,,ball,,,,,11.0,,R,R,R,TOR,MIN,B,,,0,2,2018,1.198,-0.3725,-1.167,2.8479,500208.0,,434778.0,2,2,Bot,,,,,435064.0,,180724_233442,3.281,-114.4134,2.0495,9.6125,22.5335,-36.0285,3.0614,1.4613,,,,77.679,2242.0,5.769,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.7306,,,,,,,,14,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
CU,2018-07-24,81.4,-3.513,5.4071,Jose Berrios,545341,621244,,called_strike,,,,,6.0,,R,R,R,TOR,MIN,S,,,0,1,2018,1.0541,-0.1078,0.3464,1.9692,500208.0,,434778.0,2,2,Bot,,,,,435064.0,,180724_233416,6.6071,-118.2373,-0.8648,8.3915,23.2235,-33.2434,3.105,1.4421,,,,80.496,2289.0,5.837,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.6624,,,,,,,,14,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-07-24,94.5,-3.5301,5.4112,Jose Berrios,545341,621244,,foul,,,,,5.0,,R,R,R,TOR,MIN,S,,,0,0,2018,-0.6537,1.2719,-0.0719,2.0663,500208.0,,434778.0,2,2,Bot,,,,,435064.0,,180724_233348,10.4558,-137.1107,-5.8217,-10.5779,30.4988,-15.0374,3.1935,1.3434,,,,94.38,2161.0,6.394,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.1054,,,,,,,,14,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CU,2018-07-24,82.1,-3.5695,5.3747,Jose Berrios,431145,621244,strikeout,swinging_strike,,,,,9.0,Russell Martin strikes out swinging.  ,R,R,R,TOR,MIN,S,2.0,,2,2,2018,1.4578,-0.0436,0.7247,1.292,500208.0,,434778.0,1,2,Bot,,,,,435064.0,,180724_233310,6.8773,-119.2359,-2.5322,12.2112,24.1541,-32.3216,3.264,1.3333,,,,81.099,2286.0,5.838,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.6619,,,0.0,1.0,0.0,0.0,,13,5,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FT,2018-07-24,93.9,-3.5019,5.371,Jose Berrios,431145,621244,,foul,,,,,8.0,,R,R,R,TOR,MIN,S,,,2,1,2018,-1.3173,0.7517,-0.075,1.8706,500208.0,,434778.0,1,2,Bot,,,,,435064.0,,180724_233241,11.829,-136.2136,-4.9854,-19.1116,29.9678,-21.8609,3.264,1.3333,5.0,57.7,-23.0,94.055,1947.0,6.556,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,53.944,,,,,,,,13,4,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FT,2018-07-24,93.3,-3.5827,5.3013,Jose Berrios,431145,621244,,foul,,,,,8.0,,R,R,R,TOR,MIN,S,,,2,0,2018,-1.3419,0.8393,0.1472,1.5331,500208.0,,434778.0,1,2,Bot,,,,,435064.0,,180724_233210,12.5166,-135.2754,-5.7585,-19.1217,27.6513,-20.8373,3.264,1.3333,,,,93.347,2111.0,6.376,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.1239,,,,,,,,13,3,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-07-24,93.6,-3.43,5.4311,Jose Berrios,431145,621244,,ball,,,,,14.0,,R,R,R,TOR,MIN,B,,,1,0,2018,-0.5418,1.3174,1.0007,2.2113,500208.0,,434778.0,1,2,Bot,,,,,435064.0,,180724_233150,12.5349,-135.6411,-5.406,-9.2327,27.6468,-15.0447,3.1237,1.4622,,,,93.264,2177.0,6.166,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.3333,,,,,,,,13,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CU,2018-07-24,82.3,-3.5848,5.3325,Jose Berrios,431145,621244,,blocked_ball,,,,,13.0,,R,R,R,TOR,MIN,B,,,0,0,2018,1.0531,0.016,-0.365,0.7496,500208.0,,434778.0,1,2,Bot,,,,,435064.0,,180724_233128,5.24,-119.5574,-3.7698,8.6788,25.334,-31.5013,3.2327,1.5057,,,,80.913,2319.0,5.662,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.8373,,,,,,,,13,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FT,2018-07-24,94.0,-3.4929,5.37,Jose Berrios,434778,621244,single,hit_into_play_no_out,,,,,7.0,Kendrys Morales singles on a line drive to left fielder Eddie Rosario.   Yangervis Solarte to 3rd.  ,R,L,R,TOR,MIN,X,7.0,line_drive,0,0,2018,-1.275,0.643,-0.3686,1.4905,,500208.0,,1,2,Bot,83.65,117.67,,,435064.0,,180724_233434,10.9704,-136.5127,-5.7776,-18.4288,29.2199,-23.0271,3.3345,1.4642,137.0,96.2,6.5,94.362,2063.0,6.548,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,53.9516,0.568,0.54,0.9,1.0,1.0,0.0,4.0,12,1,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FT,2018-07-24,93.9,-3.5046,5.299,Jose Berrios,500208,621244,double,hit_into_play_no_out,,,,,12.0,Yangervis Solarte doubles (20) on a soft line drive to shortstop Jorge Polanco.  ,R,L,R,TOR,MIN,X,6.0,line_drive,0,2,2018,-1.2307,0.8554,1.1055,2.3855,,,,1,2,Bot,78.91,151.33,,,435064.0,,180724_232943,14.6939,-136.0334,-3.7037,-18.5297,28.4804,-20.8508,3.0827,1.2729,162.0,56.7,38.4,94.163,2177.0,6.585,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,53.9145,0.308,0.255,1.25,1.0,1.0,1.0,1.0,11,3,2-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2018-07-24,93.5,-3.5636,5.3797,Jose Berrios,500208,621244,,foul,,,,,2.0,,R,L,R,TOR,MIN,S,,,0,1,2018,-0.5404,1.2025,0.2242,3.1074,,,,1,2,Bot,,,,,435064.0,,180724_232912,10.8855,-135.753,-2.6854,-9.0632,30.5211,-17.0799,3.0827,1.2729,,,,92.922,2070.0,6.131,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.3687,,,,,,,,11,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-07-24,94.7,-3.5464,5.48,Jose Berrios,500208,621244,,foul,,,,,2.0,,R,L,R,TOR,MIN,S,,,0,0,2018,-0.7714,1.2441,-0.0388,3.1276,,,,1,2,Bot,,,,,435064.0,,180724_232850,10.7304,-137.3406,-3.103,-12.0611,31.8508,-16.2664,3.0827,1.2729,,,,93.525,2286.0,5.89,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.61,,,,,,,,11,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2018-07-24,94.8,-3.6663,5.3302,Jose Berrios,606192,621244,field_out,hit_into_play,,,,,3.0,Teoscar Hernandez flies out sharply to center fielder Max Kepler.  ,R,R,R,TOR,MIN,X,8.0,fly_ball,3,2,2018,-0.7286,1.3301,0.2885,2.8868,,,,0,2,Bot,157.19,52.18,,,435064.0,,180724_232827,11.8022,-137.3434,-3.5299,-11.792,31.8995,-15.079,3.3647,1.4038,354.0,100.4,39.7,93.579,2289.0,5.925,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.575,0.14,0.282,0.0,1.0,0.0,0.0,3.0,10,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FT,2018-07-24,94.5,-3.5799,5.3608,Jose Berrios,606192,621244,,swinging_strike,,,,,8.0,,R,R,R,TOR,MIN,S,,,3,1,2018,-1.4995,0.5196,-0.0733,1.541,,,,0,2,Bot,,,,,435064.0,,180724_232755,12.2328,-136.8065,-5.2619,-21.2001,30.6473,-24.8449,3.3647,1.4038,,,,93.159,2188.0,5.817,530923,621244,435064.0,408045.0,572821.0,500871.0,593871.0,592696.0,596146.0,600301.0,54.6828,,,,,,,,10,5,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
