pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CU,2018-09-28,80.9,-3.6351,5.1654,Jose Berrios,456078,621244,field_out,hit_into_play,,,,,5.0,Welington Castillo flies out to center fielder Jake Cave.  ,R,R,R,MIN,CWS,X,8.0,fly_ball,2,1,2018,1.6981,-0.0783,0.2104,2.3168,,594953.0,553882.0,1,4,Top,140.12,95.3,,,553902.0,,180928_191445,5.344,-117.5745,0.4942,14.2884,24.1011,-33.2445,3.2664,1.5011,250.0,75.2,40.3,79.898,2233.0,5.851,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.6489,0.132,0.109,0.0,1.0,0.0,0.0,3.0,28,4,Curveball,1,1,1,1,1,1,1,1,Standard,Standard
CU,2018-09-28,82.6,-3.5731,5.2206,Jose Berrios,456078,621244,,ball,,,,,14.0,,R,R,R,MIN,CWS,B,,,1,1,2018,1.5614,0.0924,0.9866,1.4645,,594953.0,553882.0,1,4,Top,,,,,553902.0,,180928_191409,7.32,-119.9724,-2.1262,13.1553,25.2607,-31.1204,3.3407,1.5011,,,,81.436,2316.0,5.804,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.695,,,,,,,,28,3,Curveball,1,1,1,1,1,1,1,1,Standard,Standard
FT,2018-09-28,92.7,-3.4053,5.2929,Jose Berrios,456078,621244,,called_strike,,,,,8.0,,R,R,R,MIN,CWS,S,,,1,0,2018,-1.4304,0.8801,0.2183,1.9169,,594953.0,553882.0,1,4,Top,,,,,553902.0,,180928_191344,12.4559,-134.4864,-4.7777,-20.1564,27.745,-20.5583,3.3407,1.5757,,,,93.177,2199.0,6.628,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,53.8712,,,,,,,,28,2,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
CU,2018-09-28,82.3,-3.7089,5.1417,Jose Berrios,456078,621244,,ball,,,,,14.0,,R,R,R,MIN,CWS,B,,,0,0,2018,1.1485,0.3799,1.3895,1.8147,,594953.0,553882.0,1,4,Top,,,,,553902.0,,180928_191320,9.2821,-119.4095,-1.6713,8.9414,23.8582,-28.5138,3.2912,1.4265,,,,81.405,2363.0,5.93,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.5694,,,,,,,,28,1,Curveball,1,1,1,1,1,1,1,1,Standard,Standard
FT,2018-09-28,92.7,-3.6352,5.2693,Jose Berrios,553882,621244,walk,ball,,,,,13.0,Omar Narvaez walks.   Daniel Palka to 2nd.  ,R,L,R,MIN,CWS,B,,,3,1,2018,-1.4851,0.74,-1.6183,1.3961,,,594953.0,1,4,Top,,,,,553902.0,,180928_191223,8.2664,-134.5372,-5.6202,-19.5566,28.7516,-22.3407,3.3201,1.6503,,,,91.914,2176.0,5.93,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.5694,,,0.7,1.0,0.0,0.0,,27,5,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
FF,2018-09-28,92.7,-3.4735,5.304,Jose Berrios,553882,621244,,called_strike,,,,,5.0,,R,L,R,MIN,CWS,S,,,3,0,2018,-0.9713,1.151,-0.1676,2.1708,,,594953.0,1,4,Top,,,,,553902.0,,180928_191203,10.6087,-134.625,-4.7236,-14.1928,29.4483,-17.2786,2.9193,1.3767,,,,92.882,2258.0,6.524,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,53.9753,,,,,,,,27,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
FF,2018-09-28,94.5,-3.5501,5.4231,Jose Berrios,553882,621244,,ball,,,,,11.0,,R,L,R,MIN,CWS,B,,,2,0,2018,-0.855,1.2206,-1.0942,3.775,,,594953.0,1,4,Top,,,,,553902.0,,180928_191142,8.2516,-137.4199,-1.2847,-12.5842,30.8204,-16.7923,3.2168,1.5508,,,,94.097,2273.0,6.117,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.3822,,,,,,,,27,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
FF,2018-09-28,94.4,-3.4834,5.4427,Jose Berrios,553882,621244,,ball,,,,,11.0,,R,L,R,MIN,CWS,B,,,1,0,2018,-0.9031,1.2548,-1.1191,2.8256,,,594953.0,1,4,Top,,,,,553902.0,,180928_191117,8.1093,-137.156,-3.8655,-13.0899,29.739,-15.8127,3.2912,1.6752,,,,94.085,2228.0,6.145,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.3541,,,,,,,,27,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
FT,2018-09-28,93.5,-3.6359,5.3176,Jose Berrios,553882,621244,,ball,,,,,11.0,,R,L,R,MIN,CWS,B,,,0,0,2018,-1.4822,0.7559,-1.915,3.3368,,,594953.0,1,4,Top,,,,,553902.0,,180928_191100,7.6993,-135.9282,-1.0114,-20.0516,29.8639,-22.8041,3.3407,1.6503,,,,93.492,2253.0,6.342,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.1571,,,,,,,,27,1,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
CU,2018-09-28,83.8,-3.5942,5.2066,Jose Berrios,571602,621244,strikeout,swinging_strike,,,,,9.0,Matt Davidson strikes out swinging.  ,R,R,R,MIN,CWS,S,2.0,,0,2,2018,1.2216,0.0852,0.3081,1.8187,,,594953.0,0,4,Top,,,,,553902.0,,180928_191023,6.5859,-121.8432,-1.6131,10.8023,21.7638,-31.2751,3.3655,1.5011,,,,83.171,2406.0,5.714,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.7859,,,0.0,1.0,0.0,0.0,,26,3,Curveball,1,1,1,1,1,1,1,1,Standard,Standard
FT,2018-09-28,92.2,-3.3679,5.3382,Jose Berrios,571602,621244,,foul,,,,,13.0,,R,R,R,MIN,CWS,S,,,0,1,2018,-1.4915,0.8036,-1.25,2.3827,,,594953.0,0,4,Top,,,,,553902.0,,180928_191002,8.614,-134.1341,-3.4913,-19.7758,25.4079,-21.9261,3.3655,1.5508,221.0,85.7,18.5,92.687,2292.0,6.315,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.1844,,,,,,,,26,2,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
FT,2018-09-28,93.2,-3.4668,5.3661,Jose Berrios,571602,621244,,called_strike,,,,,4.0,,R,R,R,MIN,CWS,S,,,0,0,2018,-1.6194,0.882,-0.5737,2.6867,,,594953.0,0,4,Top,,,,,553902.0,,180928_190939,10.9782,-135.2694,-3.0451,-22.2505,28.3335,-20.8746,3.2664,1.526,,,,93.254,2446.0,6.375,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.1244,,,,,,,,26,1,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
CH,2018-09-28,82.9,-3.4808,5.0996,Jose Berrios,594953,621244,walk,ball,,,,,13.0,Daniel Palka walks.  ,R,L,R,MIN,CWS,B,,,3,2,2018,-1.2767,-0.1751,-2.3199,2.3579,,,,0,4,Top,,,,,553902.0,,180928_190909,5.1501,-120.6489,0.5236,-13.4622,22.2352,-34.1906,3.3655,1.7498,,,,83.176,1603.0,6.347,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.1528,,,0.7,1.0,0.0,0.0,,25,6,Changeup,1,1,1,1,1,1,1,1,Infield shift,Standard
FF,2018-09-28,96.7,-3.3078,5.4756,Jose Berrios,594953,621244,,ball,,,,,12.0,,R,L,R,MIN,CWS,B,,,2,2,2018,-0.7621,1.485,1.3581,3.1546,,,,0,4,Top,,,,,553902.0,,180928_190853,14.187,-140.2371,-4.0333,-13.1173,29.1981,-11.7209,3.415,1.8243,,,,97.045,2449.0,6.494,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.0053,,,,,,,,25,5,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard
FF,2018-09-28,95.3,-3.4825,5.2959,Jose Berrios,594953,621244,,foul,,,,,5.0,,R,L,R,MIN,CWS,S,,,2,1,2018,-1.1396,1.1072,-0.1876,2.8215,,,,0,4,Top,,,,,553902.0,,180928_190831,11.1415,-138.2962,-3.2994,-16.9811,30.0579,-17.5289,3.3902,1.7249,,,,94.945,2363.0,6.177,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.3221,,,,,,,,25,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard
CH,2018-09-28,76.4,-3.5268,5.0097,Jose Berrios,594953,621244,,swinging_strike,,,,,8.0,,R,L,R,MIN,CWS,S,,,2,0,2018,-1.0056,0.2738,-0.0494,1.85,,,,0,4,Top,,,,,553902.0,,180928_190812,9.0299,-110.9115,-0.0936,-9.7809,19.3917,-30.1533,3.3159,1.6752,,,,75.85,1559.0,5.969,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.5301,,,,,,,,25,3,Changeup,1,1,1,1,1,1,1,1,Infield shift,Standard
FT,2018-09-28,93.8,-3.4039,5.353,Jose Berrios,594953,621244,,ball,,,,,14.0,,R,L,R,MIN,CWS,B,,,1,0,2018,-1.4472,0.8227,0.041,1.4743,,,,0,4,Top,,,,,553902.0,,180928_190800,11.9909,-135.8862,-6.0238,-20.3912,29.0705,-20.9714,3.4682,1.7995,,,,93.223,2244.0,6.142,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.358,,,,,,,,25,2,2-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard
FT,2018-09-28,94.3,-3.5506,5.3257,Jose Berrios,594953,621244,,ball,,,,,13.0,,R,L,R,MIN,CWS,B,,,0,0,2018,-1.5386,0.8606,-1.106,1.7218,,,,0,4,Top,,,,,553902.0,,180928_190748,9.6824,-136.9235,-5.5208,-21.3031,29.5952,-20.4585,3.415,1.7498,,,,93.853,2291.0,6.099,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.4002,,,,,,,,25,1,2-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard
CU,2018-09-28,83.1,-3.5988,5.2409,Jose Berrios,541645,621244,force_out,hit_into_play,,,,,9.0,"Avisail Garcia grounds into a force out, third baseman Ehire Adrianza to second baseman Gregorio Petit.   Leury Garcia out at 2nd.  ",R,R,R,MIN,CWS,X,5.0,ground_ball,0,1,2018,1.3715,0.2895,0.6537,2.0419,,570560.0,544725.0,2,3,Top,104.24,166.12,,,553902.0,,180928_185622,7.0423,-120.8167,-1.4025,11.8486,23.5046,-29.3486,3.539,1.628,31.0,78.1,-0.8,82.438,2270.0,5.892,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.6079,0.19,0.18,0.0,1.0,0.0,0.0,2.0,21,2,Curveball,1,1,1,1,1,1,1,1,Standard,Standard
FT,2018-09-28,94.1,-3.3807,5.4801,Jose Berrios,541645,621244,,called_strike,,,,,13.0,,R,R,R,MIN,CWS,S,,,0,0,2018,-1.3916,0.8246,-0.8822,2.4145,,570560.0,544725.0,2,3,Top,,,,,553902.0,,180928_185537,9.5654,-136.7816,-4.1204,-19.4891,26.6548,-21.1165,3.5161,1.8247,,,,94.574,2363.0,6.366,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.1335,,,,,,,,21,1,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard
CH,2018-09-28,85.0,-3.5767,5.2227,Jose Berrios,544725,621244,single,hit_into_play_score,,,,,13.0,Leury Garcia singles on a ground ball to second baseman Gregorio Petit.   Tim Anderson scores.    Yolmer Sanchez to 2nd.  ,R,L,R,MIN,CWS,X,4.0,ground_ball,2,2,2018,-1.0907,0.2886,-0.791,1.4764,641313.0,,570560.0,2,3,Top,142.4,144.32,,,553902.0,,180928_185447,8.6443,-123.406,-3.0056,-12.748,23.8038,-28.8813,3.2614,1.6256,22.0,101.0,-2.2,84.661,1558.0,6.125,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.374,0.395,0.348,0.9,1.0,1.0,0.0,2.0,20,6,Changeup,1,0,0,1,0,1,0,1,Standard,Standard
FT,2018-09-28,95.7,-3.3652,5.4672,Jose Berrios,544725,621244,,ball,,,,,14.0,,R,L,R,MIN,CWS,B,,,1,2,2018,-1.4302,0.852,0.9683,2.1786,641313.0,,570560.0,2,3,Top,,,,,553902.0,,180928_185422,14.5535,-138.5746,-4.8972,-21.5725,30.513,-20.3709,3.2914,1.7002,,,,95.192,2536.0,6.234,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.2653,,,,,,,,20,5,2-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
CU,2018-09-28,84.9,-3.5697,5.3385,Jose Berrios,544725,621244,,ball,,,,,14.0,,R,L,R,MIN,CWS,B,,,0,2,2018,1.1704,0.1385,0.2869,1.2023,641313.0,,570560.0,2,3,Top,,,,,553902.0,,180928_185353,6.6485,-123.3087,-3.5355,10.2475,25.1638,-30.3402,3.2614,1.7251,,,,83.586,2385.0,5.587,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.9129,,,,,,,,20,4,Curveball,1,0,0,1,0,1,0,1,Standard,Standard
FF,2018-09-28,97.0,-3.3985,5.5207,Jose Berrios,544725,621244,,foul,,,,,4.0,,R,L,R,MIN,CWS,S,,,0,2,2018,-1.0816,1.1961,-0.5097,2.124,641313.0,,570560.0,2,3,Top,,,,,553902.0,,180928_185317,10.1846,-140.7434,-6.1963,-16.7888,34.5295,-15.0822,3.3162,1.4819,193.0,75.1,29.0,96.532,2517.0,6.365,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.1343,,,,,,,,20,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
FF,2018-09-28,95.1,-3.3056,5.5257,Jose Berrios,544725,621244,,foul,,,,,6.0,,R,L,R,MIN,CWS,S,,,0,1,2018,-0.914,1.3163,0.3964,2.3561,641313.0,,570560.0,2,3,Top,,,,,553902.0,,180928_185244,11.7616,-137.9792,-5.5666,-14.3946,31.8755,-14.2866,3.3162,1.4819,131.0,69.9,11.5,94.948,2368.0,6.45,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.0496,,,,,,,,20,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
FT,2018-09-28,95.2,-3.4289,5.3917,Jose Berrios,544725,621244,,foul,,,,,1.0,,R,L,R,MIN,CWS,S,,,0,0,2018,-1.3107,0.9878,-0.3609,2.8019,641313.0,,570560.0,2,3,Top,,,,,553902.0,,180928_185153,10.926,-138.173,-3.3518,-19.0498,28.5382,-19.0309,3.3162,1.4819,,,,95.097,2320.0,6.209,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.2907,,,,,,,,20,1,2-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
CU,2018-09-28,84.4,-3.3879,5.4297,Jose Berrios,570560,621244,single,hit_into_play_no_out,,,,,5.0,Yolmer Sanchez singles on a line drive to right fielder Max Kepler.   Tim Anderson to 3rd.  ,R,L,R,MIN,CWS,X,9.0,line_drive,1,2,2018,1.2473,0.3349,0.2075,2.6096,,,641313.0,2,3,Top,189.65,104.95,,,553902.0,,180928_185112,5.8806,-122.8131,-0.8863,11.3027,22.4893,-28.92,3.4152,1.7251,199.0,100.1,11.9,83.663,2491.0,5.635,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.8641,0.892,0.8640000000000001,0.9,1.0,1.0,0.0,4.0,19,4,Curveball,1,0,0,1,0,1,0,1,Standard,Standard
FF,2018-09-28,94.6,-3.3382,5.5462,Jose Berrios,570560,621244,,swinging_strike,,,,,4.0,,R,L,R,MIN,CWS,S,,,1,1,2018,-0.9215,1.2489,-0.4104,2.6881,,,641313.0,2,3,Top,,,,,553902.0,,180928_185040,9.702,-137.5187,-4.6165,-13.7143,26.8755,-15.4418,3.44,1.7748,,,,95.172,2352.0,6.412,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.0877,,,,,,,,19,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
CU,2018-09-28,83.1,-3.5258,5.4244,Jose Berrios,570560,621244,,called_strike,,,,,1.0,,R,L,R,MIN,CWS,S,,,1,0,2018,1.3466,0.0546,-0.6235,2.9401,,,641313.0,2,3,Top,,,,,553902.0,,180928_185019,4.0344,-120.8837,0.6063,12.2364,21.6018,-31.9871,3.3162,1.7251,,,,82.38,2364.0,5.639,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.8607,,,,,,,,19,2,Curveball,1,0,0,1,0,1,0,1,Standard,Standard
FT,2018-09-28,95.2,-3.424,5.4755,Jose Berrios,570560,621244,,ball,,,,,11.0,,R,L,R,MIN,CWS,B,,,0,0,2018,-1.5328,0.8831,-1.5568,3.0571,,,641313.0,2,3,Top,,,,,553902.0,,180928_185001,8.3474,-138.5033,-2.704,-21.5824,29.7905,-20.3991,3.3162,1.7002,,,,95.454,2404.0,6.364,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.1356,,,,,,,,19,1,2-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
FT,2018-09-28,94.7,-3.3942,5.4115,Jose Berrios,641553,621244,field_out,hit_into_play,,,,,13.0,Adam Engel pops out to shortstop Jorge Polanco.  ,R,R,R,MIN,CWS,X,6.0,popup,3,1,2018,-1.3906,0.7377,-1.0033,2.6222,,,641313.0,1,3,Top,104.85,147.35,,,553902.0,,180928_184857,9.299,-137.6424,-3.2356,-19.628,29.8539,-22.3462,3.7123,1.7002,158.0,57.5,47.5,94.53,2207.0,6.203,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.296,0.10800000000000001,0.09699999999999999,0.0,1.0,0.0,0.0,1.0,18,5,2-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
CU,2018-09-28,83.2,-3.6182,5.3243,Jose Berrios,641553,621244,,ball,,,,,11.0,,R,R,R,MIN,CWS,B,,,2,1,2018,1.382,0.2634,-1.2113,3.2659,,,641313.0,1,3,Top,,,,,553902.0,,180928_184831,2.8423,-121.091,1.2145,12.7559,23.7966,-30.1213,3.5885,1.6753,,,,82.41,2387.0,5.764,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.7354,,,,,,,,18,4,Curveball,1,0,0,1,0,1,0,1,Standard,Standard
CU,2018-09-28,85.5,-3.4954,5.3378,Jose Berrios,641553,621244,,ball,,,,,14.0,,R,R,R,MIN,CWS,B,,,1,1,2018,1.1053,0.1401,2.0653,0.1485,,,641313.0,1,3,Top,,,,,553902.0,,180928_184756,10.7393,-123.8863,-6.0356,8.792,25.6615,-29.7959,3.6628,1.6753,32.0,65.1,2.2,83.796,2527.0,5.489,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,55.0107,,,,,,,,18,3,Curveball,1,0,0,1,0,1,0,1,Standard,Standard
FF,2018-09-28,96.1,-3.2694,5.4976,Jose Berrios,641553,621244,,called_strike,,,,,9.0,,R,R,R,MIN,CWS,S,,,1,0,2018,-0.9057,1.36,0.7346,1.9815,,,641313.0,1,3,Top,,,,,553902.0,,180928_184709,12.7334,-139.3797,-6.817,-14.8399,32.0181,-12.918,3.6875,1.7251,,,,96.369,2541.0,6.675,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,53.8248,,,,,,,,18,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
FT,2018-09-28,93.9,-3.4173,5.3815,Jose Berrios,641553,621244,,ball,,,,,13.0,,R,R,R,MIN,CWS,B,,,0,0,2018,-1.4084,0.9483,-0.2919,0.8396,,,641313.0,1,3,Top,,,,,553902.0,,180928_184644,11.1909,-136.0209,-8.0539,-20.005,30.6211,-18.8049,3.6381,1.6753,,,,93.595,2439.0,6.42,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.08,,,,,,,,18,1,2-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
CU,2018-09-28,84.0,-3.5443,5.3666,Jose Berrios,641313,621244,force_out,hit_into_play,,,,,7.0,"Tim Anderson grounds into a force out, third baseman Ehire Adrianza to second baseman Gregorio Petit.   Welington Castillo out at 2nd.    Tim Anderson to 1st.  ",R,R,R,MIN,CWS,X,5.0,ground_ball,0,2,2018,0.9803,-0.1031,-0.6624,2.1839,,,456078.0,0,3,Top,104.24,167.94,,,553902.0,,180928_184600,4.7207,-122.1749,-0.7494,8.5578,24.8058,-33.2881,3.44,1.6256,4.0,87.9,-29.4,82.699,2272.0,5.516,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.9836,0.063,0.059000000000000004,0.0,1.0,0.0,0.0,2.0,17,3,Curveball,1,0,0,1,0,1,0,1,Standard,Standard
FF,2018-09-28,95.1,-3.3617,5.4345,Jose Berrios,641313,621244,,called_strike,,,,,4.0,,R,R,R,MIN,CWS,S,,,0,1,2018,-1.2883,1.2428,-0.4986,2.4382,,,456078.0,0,3,Top,,,,,553902.0,,180928_184530,10.4128,-138.1511,-5.0154,-18.8046,28.9664,-15.2856,3.4895,1.5759,,,,95.44,2383.0,6.447,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.0523,,,,,,,,17,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
FT,2018-09-28,94.1,-3.4343,5.4436,Jose Berrios,641313,621244,,called_strike,,,,,11.0,,R,R,R,MIN,CWS,S,,,0,0,2018,-1.4226,1.013,-0.8519,2.5568,,,456078.0,0,3,Top,,,,,553902.0,,180928_184511,9.8488,-136.6091,-3.9996,-19.9907,29.9377,-18.8119,3.502,1.4142,,,,94.053,2331.0,6.38,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.1197,,,,,,,,17,1,2-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard
FF,2018-09-28,97.8,-3.4636,5.4558,Jose Berrios,456078,621244,single,hit_into_play_no_out,,,,,9.0,Welington Castillo singles on a ground ball to right fielder Max Kepler.  ,R,R,R,MIN,CWS,X,9.0,ground_ball,2,2,2018,-0.9059,1.2668,0.3422,1.7025,,,,0,3,Top,163.0,99.5,,,553902.0,,180928_184439,12.2656,-141.7714,-7.4802,-14.8186,30.0905,-13.7107,3.3657,1.6007,17.0,98.3,-4.9,97.559,2310.0,6.203,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.296,0.313,0.278,0.9,1.0,1.0,0.0,2.0,16,5,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shift,Standard
FT,2018-09-28,94.8,-3.5105,5.3563,Jose Berrios,456078,621244,,foul,,,,,6.0,,R,R,R,MIN,CWS,S,,,2,1,2018,-1.4176,0.9552,0.3253,2.2478,,,,0,3,Top,,,,,553902.0,,180928_184402,13.112,-137.4105,-4.5515,-20.6866,28.3249,-19.3226,3.3905,1.551,,,,94.629,2351.0,6.249,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.2502,,,,,,,,16,4,2-Seam Fastball,1,0,0,1,0,1,0,1,Infield shift,Standard
FF,2018-09-28,94.9,-3.567,5.3271,Jose Berrios,456078,621244,,ball,,,,,14.0,,R,R,R,MIN,CWS,B,,,1,1,2018,-0.9927,1.309,0.7578,1.4456,,,,0,3,Top,,,,,553902.0,,180928_184346,13.4301,-137.4424,-7.3102,-15.4495,29.9151,-14.2835,3.3024,1.6007,,,,94.358,2443.0,6.194,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.3058,,,,,,,,16,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shift,Standard
CU,2018-09-28,83.4,-3.7009,5.2025,Jose Berrios,456078,621244,,called_strike,,,,,6.0,,R,R,R,MIN,CWS,S,,,1,0,2018,1.2127,0.4175,0.5837,2.455,,,,0,3,Top,,,,,553902.0,,180928_184332,7.4376,-121.2843,-0.713,10.41,21.8323,-28.2315,3.3657,1.5759,,,,82.663,2610.0,5.654,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.8458,,,,,,,,16,2,Curveball,1,0,0,1,0,1,0,1,Infield shift,Standard
CU,2018-09-28,84.1,-3.6854,5.2201,Jose Berrios,456078,621244,,ball,,,,,14.0,,R,R,R,MIN,CWS,B,,,0,0,2018,1.1447,0.3027,1.0304,1.1721,,,,0,3,Top,,,,,553902.0,,180928_184317,8.6005,-122.0999,-3.5408,9.6144,22.7266,-28.7866,3.3657,1.6007,,,,83.12,2614.0,5.643,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.8565,,,,,,,,16,1,Curveball,1,0,0,1,0,1,0,1,Infield shift,Standard
FF,2018-09-28,95.9,-3.3244,5.5217,Jose Berrios,553882,621244,field_out,hit_into_play,,,,,12.0,"Omar Narvaez grounds out softly, third baseman Ehire Adrianza to first baseman Tyler Austin.  ",R,L,R,MIN,CWS,X,5.0,ground_ball,0,2,2018,-0.4716,1.3069,1.0295,3.1663,,,,2,2,Top,136.78,169.42,,,553902.0,,180928_183427,12.5129,-139.167,-3.5349,-8.8097,29.9963,-14.685,3.3408,1.6752,61.0,47.4,9.5,95.642,2422.0,6.203,529615,621244,553902.0,592122.0,463610.0,501303.0,593871.0,543257.0,595909.0,596146.0,54.296,0.11,0.092,0.0,1.0,0.0,0.0,1.0,12,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shift,Standard
